,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
800,CDGM,Titanate,ZF11,1.699,30.07,29.84,1.6922,1.699,1.7045,1.7155,1.7294,0.023246,0.00674,0.01393,0.2899,0.5993,0.0048,"Schott, n=2 m=4",2.790668900E+00,-1.06E-02,2.907185400E-02,2.128660700E-03,-1.58E-04,1.714524700E-05,410,370,99.40%,99.30%,99.00%,99.00%,98.50%,97.50%,84.30%,38.00%,21.38%,Not Specified,Not Specified,Not Specified,
50,Ohara,Titanate,S-TIM35,1.6989,30.1,29.9,1.6922,1.6989,1.7044,1.7154,1.7294,0.0232,0.006722,0.013988,0.2898,0.603,0.0103,"Sellmeier, n=3",1.558497750E+00,2.307670070E-01,1.844360990E+00,1.153672350E-02,5.860959470E-02,1.629818880E+02,397,367,99.80%,99.40%,99.40%,99.40%,98.60%,97.40%,84.00%,48.00%,18.07%,Not Specified,Not Specified,Available,
799,CDGM,Titanate,H-ZF11,1.6989,30.05,29.81,1.6922,1.6989,1.7044,1.7155,1.7295,0.023259,0.00673,0.014,0.2894,0.6019,0.0074,"Schott, n=2 m=4",2.792578890E+00,-1.23E-02,2.822138860E-02,2.338035530E-03,-1.93E-04,2.034355980E-05,395,360,99.80%,99.60%,99.60%,99.40%,99.00%,98.40%,93.20%,72.50%,9.42%,Not Specified,Not Specified,Not Specified,
592,Hikari,Lanthanide,J-LAF09,1.697,48.45,48.17,1.6927,1.697,1.7004,1.7071,1.7151,0.014386,0.004313,0.008038,0.2998,0.5587,-0.0043,"Sellmeier, n=3",1.132553100E-01,8.328584940E+01,1.630555410E-02,3.790879680E-02,3.609551380E-01,6.034120460E-03,367,337,99.10%,99.20%,99.20%,99.30%,99.00%,98.40%,96.20%,91.00%,2.89%,Not Specified,Not Specified,Not Specified,
177,Hoya,Lanthanide,LaC14,1.6968,55.46,55.25,1.693,1.6968,1.6998,1.7055,1.7124,0.01256,0.00383,0.00682,0.3051,0.542994,-0.006,"Schott, n=2 m=4",2.825522900E+00,-1.36E-02,1.979140200E-02,1.503256400E-05,4.076136800E-05,-1.75E-06,331,264,99.90%,99.90%,99.80%,99.90%,99.70%,99.50%,98.60%,97.40%,0.90%,Not Specified,Not Specified,Not Specified,
311,Hoya,Lanthanide,M-LAC14,1.6968,55.46,55.25,1.693,1.6968,1.6998,1.7055,1.7124,0.01256,0.00383,0.00682,0.3048,0.542994,-0.006,"Schott, n=2 m=4",2.827838600E+00,-2.00E-01,2.464690044E-01,9.031801255E-02,-1.72E-02,4.163184996E-03,349,285,99.90%,99.90%,99.90%,99.90%,99.80%,99.40%,97.80%,95.60%,1.56%,Suitable,Not Specified,Not Specified,
576,Hikari,Lanthanide,J-LAK14,1.6968,55.52,55.3,1.693,1.6968,1.6998,1.7055,1.7123,0.012551,0.003826,0.006815,0.3048,0.543,-0.0082,"Sellmeier, n=3",1.295417240E-01,7.148316910E+01,9.737402520E-02,1.557000370E-02,2.811157540E-01,3.255514110E-03,349,285,99.00%,99.30%,99.50%,99.50%,99.40%,99.10%,97.70%,95.30%,1.46%,Not Specified,Not Specified,Not Specified,
718,CDGM,Lanthanide,H-LaK12,1.6968,56.18,55.96,1.693,1.6968,1.6998,1.7054,1.7121,0.012404,0.00379,0.0067,0.3052,0.54,-0.01,"Schott, n=2 m=4",2.826737740E+00,-1.36E-02,1.904742120E-02,2.046855090E-04,8.811930520E-06,-2.16E-08,365,295,99.60%,99.60%,99.40%,99.40%,99.40%,98.90%,97.50%,95.30%,1.52%,Not Specified,Not Specified,Not Specified,
720,CDGM,Lanthanide,H-LaK51A,1.6968,55.53,55.31,1.693,1.6968,1.6998,1.7055,1.7124,0.012549,0.00383,0.00683,0.3052,0.5446,-0.0065,"Schott, n=2 m=4",2.823489380E+00,-1.26E-02,2.124844440E-02,-4.46E-04,1.038003000E-04,-4.73E-06,365,275,99.30%,99.30%,99.50%,99.50%,99.40%,99.00%,98.00%,96.60%,1.03%,Not Specified,Not Specified,Not Specified,
71,Ohara,Lanthanide,S-LAL14,1.6968,55.5,55.3,1.693,1.6968,1.6998,1.7055,1.7123,0.01255,0.003823,0.006818,0.3047,0.5434,-0.0082,"Sellmeier, n=3",1.237209700E+00,5.897226230E-01,1.319218800E+00,1.535513200E-02,-3.08E-04,9.372029470E+01,349,285,99.80%,99.70%,99.70%,99.80%,99.80%,99.50%,98.20%,95.90%,1.38%,Not Specified,Not Specified,Available,
144,Ohara,Titanate,L-TIM28P,1.6945,30.66,30.42,1.688,1.6945,1.6999,1.7106,1.7242,0.022656,0.006575,0.013576,0.2902,0.5992,0.0073,"Sellmeier, n=3",1.530133960E+00,2.453622800E-01,1.782330310E+00,1.142368570E-02,5.551018520E-02,1.790743000E+02,379,352,99.90%,99.70%,99.60%,99.70%,99.10%,98.40%,94.00%,82.00%,6.19%,Suitable,Not Specified,Available,
893,CDGM,Lanthanide,D-LaK6,1.6938,53.1,52.9,1.6899,1.6938,1.697,1.703,1.7101,0.01306,0.00395,0.00714,0.3025,0.5467,-0.0085,"Schott, n=2 m=4",2.814305130E+00,-1.34E-02,1.965696710E-02,2.492525460E-04,1.982745730E-05,-8.03E-07,360,305,99.70%,99.60%,99.60%,99.60%,99.40%,98.70%,97.70%,96.60%,1.14%,Suitable,Not Specified,Not Specified,
825,CDGM,Lanthanide,H-LaF1,1.6936,49.19,48.9,1.6894,1.6936,1.697,1.7035,1.7114,0.0141,0.00418,0.00786,0.2965,0.5574,-0.0045,"Schott, n=2 m=4",2.819035330E+00,-1.64E-02,1.366022350E-02,2.481508100E-03,-2.59E-04,1.309183580E-05,385,340,99.40%,99.40%,99.70%,99.60%,99.50%,98.90%,95.70%,90.40%,3.28%,Not Specified,Not Specified,Not Specified,
70,Ohara,Lanthanide,S-LAL13,1.6935,53.2,53,1.6895,1.6935,1.6966,1.7026,1.7097,0.01303,0.003953,0.007133,0.3033,0.5473,-0.0081,"Sellmeier, n=3",9.800712670E-01,8.329047760E-01,1.281119950E+00,3.891236980E-03,1.891645920E-02,9.890526760E+01,360,304,99.70%,99.50%,99.50%,99.70%,99.60%,99.30%,97.20%,93.20%,2.28%,Not Specified,Not Specified,Available,
145,Ohara,Lanthanide,L-LAL13,1.6935,53.18,52.93,1.6896,1.6935,1.6966,1.7026,1.7097,0.01304,0.003949,0.007148,0.3028,0.5482,-0.0072,"Sellmeier, n=3",1.177761460E+00,6.345913450E-01,1.204356490E+00,5.576182430E-03,2.068214690E-02,9.963227760E+01,346,288,99.90%,99.80%,99.70%,99.80%,99.70%,99.30%,98.40%,96.90%,1.05%,Suitable,Not Specified,Available,
308,Hoya,Lanthanide,M-LAC130,1.6935,53.2,52.97,1.6895,1.6935,1.6966,1.7026,1.7097,0.01304,0.00396,0.00713,0.3034,0.546779,-0.0059,"Schott, n=2 m=4",2.813412000E+00,-1.80E-01,2.609081558E-01,7.554197345E-02,-2.46E-02,8.774150158E-03,351,293,99.90%,99.90%,99.90%,99.90%,99.90%,99.70%,98.50%,96.30%,1.29%,Suitable,Not Specified,Not Specified,
575,Hikari,Lanthanide,J-LAK13,1.6935,53.21,52.96,1.6896,1.6935,1.6966,1.7026,1.7097,0.013034,0.003949,0.007142,0.303,0.548,-0.0071,"Sellmeier, n=3",1.160191050E-01,7.262757230E+01,6.520638550E-02,1.911861800E-02,3.114336260E-01,4.177248880E-03,348,285,99.20%,99.40%,99.30%,99.20%,99.20%,99.00%,97.90%,95.80%,1.24%,Not Specified,Not Specified,Not Specified,
264,Hoya,Lanthanide,LaC13,1.6935,53.34,53.12,1.6896,1.6935,1.6966,1.7026,1.7097,0.013,0.00395,0.0071,0.3038,0.546154,-0.0067,"Schott, n=2 m=4",2.812531600E+00,-1.29E-02,1.996033900E-02,1.987788800E-04,1.764706100E-05,-4.48E-07,,,99.90%,99.90%,99.80%,99.90%,99.70%,99.50%,98.00%,95.20%,1.66%,Not Specified,Not Specified,Not Specified,
712,CDGM,Lanthanide,H-LaK6A,1.6935,53.38,53.16,1.6896,1.6935,1.6966,1.7026,1.7097,0.012992,0.00395,0.00713,0.304,0.5488,-0.006,"Schott, n=2 m=4",2.814840520E+00,-1.48E-02,1.902097450E-02,3.366282110E-04,1.356877360E-05,-5.86E-07,365,320,99.80%,99.80%,99.80%,99.70%,99.40%,99.00%,97.60%,95.10%,1.66%,Not Specified,Not Specified,Not Specified,
78,Ohara,Lanthanide,S-LAL58,1.6935,50.8,50.5,1.6894,1.6935,1.6967,1.703,1.7106,0.01365,0.004102,0.00757,0.3005,0.5546,-0.0047,"Sellmeier, n=3",1.063687890E+00,7.449390670E-01,1.591789420E+00,1.851996400E-02,1.162958620E-03,1.566360250E+02,354,322,99.90%,99.70%,99.70%,99.80%,99.70%,99.40%,98.60%,96.20%,1.25%,Not Specified,Not Specified,Available,
640,Hikari,Lanthanide,Q-LAK53S,1.6934,53.3,53.06,1.6895,1.6934,1.6965,1.7025,1.7096,0.01301,0.003943,0.007123,0.3031,0.5475,-0.0074,"Sellmeier, n=3",1.167294080E-01,7.467552880E+01,2.899291320E-02,2.469838600E-02,3.475920300E-01,5.296969210E-03,345,289,99.80%,99.90%,99.80%,99.90%,99.80%,99.50%,98.70%,97.00%,1.01%,Suitable,Not Specified,Not Specified,
146,Ohara,Lanthanide,L-LAL15,1.693,52.93,52.7,1.6891,1.693,1.6962,1.7022,1.7093,0.013093,0.003975,0.007158,0.3036,0.5467,-0.0091,"Sellmeier, n=3",1.079596340E+00,7.318721340E-01,1.171111070E+00,4.700475430E-03,1.986157580E-02,8.703599000E+01,320,,99.90%,99.90%,99.90%,99.90%,99.90%,99.70%,99.30%,98.70%,0.44%,Suitable,Not Specified,Available,
708,CDGM,Lanthanide,H-LaK2A,1.6921,54.54,54.28,1.6883,1.6921,1.6951,1.701,1.7079,0.01269,0.003841,0.006954,0.3027,0.548,-0.0048,"Sellmeier, n=3",9.148080380E-01,8.232606980E+01,1.005224910E+00,4.505044000E-03,8.034159580E-01,1.837134200E-02,375,310,99.50%,99.50%,99.50%,99.50%,99.40%,99.00%,97.00%,92.30%,2.54%,Not Specified,Not Specified,Not Specified,
67,Ohara,Lanthanide,S-LAL 9,1.691,54.8,54.6,1.6872,1.691,1.694,1.6998,1.7066,0.0126,0.003833,0.006868,0.3041,0.5449,-0.0079,"Sellmeier, n=3",1.161956870E+00,6.448600990E-01,1.250622210E+00,1.596595090E-02,5.055024670E-04,9.382841690E+01,358,301,99.80%,99.60%,99.60%,99.70%,99.50%,99.20%,97.30%,93.60%,2.15%,Not Specified,Not Specified,Available,
261,Hoya,Lanthanide,LaC9,1.691,54.7,54.48,1.6872,1.691,1.694,1.6998,1.7066,0.01263,0.00385,0.00685,0.3045,0.542359,-0.008,"Schott, n=2 m=4",2.808152300E+00,-1.42E-02,1.769370700E-02,7.678875900E-04,-7.49E-05,4.704475600E-06,,,99.90%,99.90%,99.90%,99.90%,99.90%,99.70%,98.50%,97.00%,1.06%,Not Specified,Not Specified,Not Specified,
572,Hikari,Lanthanide,J-LAK9,1.691,54.93,54.71,1.6872,1.691,1.694,1.6998,1.7066,0.012579,0.003829,0.006846,0.3044,0.5442,-0.0079,"Sellmeier, n=3",1.346180960E-01,7.608587500E+01,8.049512060E-02,1.704869340E-02,2.954349120E-01,3.644409920E-03,357,303,98.20%,98.90%,99.50%,99.70%,99.50%,99.10%,97.30%,93.70%,2.00%,Not Specified,Not Specified,Not Specified,
725,CDGM,Lanthanide,H-LaK59A,1.691,54.82,54.6,1.6872,1.691,1.694,1.6998,1.7067,0.012606,0.00384,0.0069,0.3046,0.5471,-0.0052,"Schott, n=2 m=4",2.799727540E+00,-8.73E-03,2.301591590E-02,-8.50E-04,1.528645860E-04,-6.92E-06,375,305,99.80%,99.60%,99.50%,99.50%,99.50%,99.10%,97.20%,92.80%,2.40%,Not Specified,Not Specified,Not Specified,
193,Hoya,Titanate,E-FD80,1.6896,31.14,30.89,1.6832,1.6896,1.6948,1.7053,1.7187,0.02214,0.00642,0.01336,0.29,0.603433,0.0108,"Schott, n=2 m=4",2.765975100E+00,-1.26E-02,2.715647000E-02,2.038944700E-03,-1.65E-04,1.935010600E-05,386,363,99.90%,99.80%,99.70%,99.70%,99.30%,98.60%,93.10%,66.10%,11.71%,Not Specified,Not Specified,Not Specified,
143,Ohara,Titanate,L-TIM28,1.6895,31.02,30.78,1.683,1.6895,1.6947,1.7053,1.7186,0.022225,0.006454,0.013305,0.2904,0.5987,0.0074,"Sellmeier, n=3",1.527808290E+00,2.327763670E-01,1.716387810E+00,1.141358830E-02,5.590685660E-02,1.715118000E+02,379,352,99.90%,99.70%,99.60%,99.70%,99.10%,98.40%,94.00%,82.00%,6.19%,Suitable,Not Specified,Available,
49,Ohara,Titanate,S-TIM28,1.6889,31.1,30.8,1.6825,1.6889,1.6942,1.7047,1.718,0.02217,0.006436,0.01331,0.2903,0.6004,0.0092,"Sellmeier, n=3",1.542708100E+00,2.171138910E-01,1.819044590E+00,1.139250050E-02,5.792245720E-02,1.676971890E+02,391,362,99.80%,99.50%,99.50%,99.40%,98.70%,97.80%,88.00%,58.00%,14.52%,Not Specified,Not Specified,Available,
554,Hikari,Titanate,J-SF8,1.6889,31.16,30.92,1.6825,1.6889,1.6942,1.7046,1.7179,0.022107,0.006421,0.013249,0.2905,0.5993,0.0072,"Sellmeier, n=3",1.029711810E-01,7.759853250E+01,1.949008060E-02,5.947728980E-02,3.501606740E-01,8.193601730E-03,390,362,99.10%,99.30%,99.50%,99.50%,99.00%,98.30%,89.00%,63.00%,12.76%,Not Specified,Not Specified,Not Specified,
192,Hoya,Titanate,E-FD8,1.6889,31.16,30.92,1.6825,1.6889,1.6942,1.7046,1.7179,0.02211,0.00642,0.01324,0.2906,0.598824,0.0067,"Schott, n=2 m=4",2.761758600E+00,-1.13E-02,2.822173700E-02,1.754031500E-03,-1.21E-04,1.552238400E-05,389,361,99.70%,99.60%,99.60%,99.70%,98.70%,98.10%,90.40%,64.00%,12.42%,Not Specified,Not Specified,Not Specified,
317,Hoya,Titanate,M-FD80,1.6889,31.16,30.91,1.6825,1.6889,1.6942,1.7046,1.718,0.02211,0.00641,0.01335,0.29,0.603799,0.0116,"Schott, n=2 m=4",2.761638000E+00,-1.53E-01,3.877824125E-01,7.612631944E-02,-5.89E-02,1.008386998E-02,395,362,99.60%,99.40%,99.40%,99.00%,97.60%,95.70%,83.60%,52.30%,16.46%,Suitable,Not Specified,Not Specified,
797,CDGM,Titanate,H-ZF10,1.6889,31.16,30.92,1.6825,1.6889,1.6942,1.7046,1.7179,0.022109,0.00642,0.01324,0.2904,0.5989,0.0062,"Schott, n=2 m=4",2.761758600E+00,-1.13E-02,2.822173700E-02,1.754031500E-03,-1.21E-04,1.552238400E-05,395,360,99.70%,99.30%,99.30%,99.30%,98.80%,98.00%,91.60%,69.00%,10.59%,Not Specified,Not Specified,Not Specified,
798,CDGM,Titanate,ZF10,1.6889,31.18,30.95,1.6825,1.6889,1.6942,1.7046,1.7177,0.022098,0.00643,0.01309,0.2909,0.5924,-0.0002,"Schott, n=2 m=4",2.759290530E+00,-9.20E-03,2.931643380E-02,1.487407990E-03,-7.05E-05,9.953884800E-06,390,340,99.50%,99.40%,99.30%,99.30%,98.90%,98.30%,94.80%,88.30%,3.93%,Not Specified,Not Specified,Not Specified,
895,CDGM,Titanate,D-ZF10,1.6889,31.08,30.84,1.6825,1.6889,1.6942,1.7047,1.718,0.022168,0.00644,0.0133,0.2906,0.6,0.0072,"Schott, n=2 m=4",2.759509400E+00,-1.05E-02,2.989240370E-02,1.215514380E-03,-3.92E-05,1.105801610E-05,395,360,99.80%,99.40%,99.30%,99.30%,98.40%,97.10%,88.30%,65.00%,12.06%,Suitable,Not Specified,Not Specified,
204,Hoya,Niobophosphate,FD270,1.6843,26.81,26.57,1.677,1.6843,1.6903,1.7025,1.7184,0.02552,0.0073,0.0159,0.286,0.623041,0.0231,"Schott, n=2 m=4",2.743078700E+00,-1.53E-02,2.461103800E-02,4.218106000E-03,-5.25E-04,4.848894300E-05,393,371,99.90%,99.90%,99.80%,99.70%,99.20%,98.50%,89.00%,0.35%,34.72%,Not Specified,Not Specified,Not Specified,
296,Hoya,Phosphate,MP-PCD51-70,1.5927,66.97,66.71,1.59,1.5927,1.5948,1.5989,1.6036,0.00885,0.0027,0.0047,0.3064,0.536723,0.0089,"Schott, n=2 m=4",2.502543600E+00,-1.40E-01,1.682709650E-01,4.004995588E-02,-1.38E-02,2.752824203E-03,339,282,99.80%,99.90%,99.90%,99.90%,99.90%,99.70%,99.30%,98.30%,0.56%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
297,Hoya,Phosphate,MC-PCD51-70,1.5927,66.97,66.71,1.59,1.5927,1.5948,1.5989,1.6036,0.00885,0.0027,0.0047,0.3064,0.536723,0.0089,"Schott, n=2 m=4",2.502543600E+00,-1.40E-01,1.682709650E-01,4.004995588E-02,-1.38E-02,2.752824203E-03,330,268,99.90%,99.80%,99.70%,99.80%,99.70%,99.40%,99.10%,98.60%,0.45%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
507,Hikari,Niobate,J-KZFH6,1.6838,37.64,37.39,1.6784,1.6838,1.6881,1.6966,1.7071,0.018167,0.005363,0.010504,0.2952,0.5782,-0.003,"Sellmeier, n=3",1.361517440E-01,8.823445750E+01,2.589103720E-02,4.475265870E-02,3.436891180E-01,6.532597750E-03,354,324,99.90%,99.70%,99.70%,99.70%,99.40%,99.00%,97.40%,94.80%,1.77%,Not Specified,Not Specified,Not Specified,
775,CDGM,Silicate,ZBaF51,1.6827,44.5,44.23,1.6782,1.6827,1.6864,1.6935,1.7023,0.015341,0.00457,0.00875,0.2978,0.5703,0.0004,"Schott, n=2 m=4",2.759016400E+00,-5.82E-03,2.660994600E-02,-7.55E-04,1.764045900E-04,-6.73E-06,380,340,99.70%,99.60%,99.50%,99.60%,99.50%,99.20%,96.80%,91.00%,3.03%,Not Specified,Not Specified,Not Specified,
639,Hikari,Lanthanide,Q-LAK52S,1.678,54.89,54.66,1.6742,1.678,1.6809,1.6866,1.6933,0.012351,0.003756,0.006729,0.3041,0.5448,-0.0074,"Sellmeier, n=3",1.187696200E-01,7.085830560E+01,5.804003440E-02,1.891711640E-02,3.122635560E-01,4.301699430E-03,342,277,98.80%,99.80%,99.90%,99.90%,99.90%,99.70%,98.90%,97.40%,0.89%,Suitable,Not Specified,Not Specified,
581,Hikari,Lanthanide,J-LAK06,1.6779,50.67,50.39,1.6739,1.6779,1.6811,1.6873,1.6947,0.013379,0.004023,0.007432,0.3007,0.5555,-0.0038,"Sellmeier, n=3",1.213652700E-01,8.801273060E+01,1.948479200E-02,3.358855690E-02,3.500243350E-01,5.685367740E-03,366,335,99.10%,99.50%,99.50%,99.60%,99.40%,98.90%,96.70%,91.30%,2.87%,Not Specified,Not Specified,Not Specified,
69,Ohara,Lanthanide,S-LAL12,1.6779,55.3,55.1,1.6742,1.6779,1.6808,1.6864,1.6931,0.01225,0.003712,0.006703,0.303,0.5472,-0.0047,"Sellmeier, n=3",9.920538950E-01,7.713777310E-01,1.182962640E+00,1.670950630E-02,2.367501560E-03,1.059010800E+02,337,279,99.90%,99.80%,99.80%,99.90%,99.80%,99.50%,98.80%,97.60%,0.81%,Not Specified,Not Specified,Available,
574,Hikari,Lanthanide,J-LAK12,1.6779,55.35,55.09,1.6742,1.6779,1.6808,1.6864,1.6931,0.012248,0.003713,0.0067,0.3032,0.547,-0.0045,"Sellmeier, n=3",1.183090520E-01,7.977131120E+01,4.455275210E-02,2.078664300E-02,3.256564930E-01,4.646297510E-03,349,295,99.20%,99.40%,99.40%,99.50%,99.40%,99.00%,97.70%,95.40%,1.43%,Not Specified,Not Specified,Not Specified,
263,Hoya,Lanthanide,LaC12,1.6779,55.52,55.27,1.6742,1.6779,1.6808,1.6864,1.6931,0.01221,0.0037,0.00666,0.3034,0.545455,-0.0033,"Schott, n=2 m=4",2.763484400E+00,-1.11E-02,1.824644200E-02,3.769735600E-04,-1.78E-05,1.531426200E-06,,,99.80%,99.90%,99.90%,99.90%,99.90%,99.40%,98.00%,91.70%,2.85%,Not Specified,Not Specified,Not Specified,
711,CDGM,Lanthanide,H-LaK5A,1.6779,55.52,55.26,1.6742,1.6779,1.6808,1.6864,1.6931,0.012211,0.003704,0.00667,0.3033,0.5462,-0.0049,"Sellmeier, n=3",1.544374150E+00,8.159010250E-03,1.000669720E+00,8.891107540E+01,2.191237750E-01,2.670110640E-02,360,295,99.60%,99.60%,99.50%,99.40%,99.30%,98.70%,97.60%,95.50%,1.44%,Not Specified,Not Specified,Not Specified,
892,CDGM,Lanthanide,D-LaK5,1.6779,54.89,54.63,1.6742,1.6779,1.6808,1.6865,1.6932,0.01235,0.00375,0.00673,0.304,0.5453,-0.0069,"Schott, n=2 m=4",2.764339880E+00,-1.32E-02,1.826732760E-02,3.012243280E-04,4.562003230E-06,-2.05E-09,355,280,99.80%,99.70%,99.70%,99.70%,99.70%,99.60%,98.90%,98.00%,0.63%,Suitable,Not Specified,Not Specified,
301,Hoya,Silicate,MP-BACD5N,1.5891,61.25,61.03,1.5862,1.5891,1.5914,1.5958,1.601,0.00962,0.003,0.0052,0.3065,0.537422,-0.0007,"Schott, n=2 m=4",2.489510000E+00,-1.66E-01,1.751593144E-01,6.392980344E-02,-1.20E-02,8.310635995E-03,338,287,99.30%,99.90%,99.90%,99.90%,99.90%,99.80%,99.40%,98.40%,0.53%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
302,Hoya,Silicate,MC-BACD5N,1.5891,61.25,61.03,1.5862,1.5891,1.5914,1.5958,1.601,0.00962,0.003,0.0052,0.3065,0.537422,-0.0007,"Schott, n=2 m=4",2.489510000E+00,-1.66E-01,1.751593144E-01,6.392980344E-02,-1.20E-02,8.310635995E-03,334,283,99.30%,99.70%,99.70%,99.70%,99.70%,99.80%,99.50%,98.80%,0.33%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
124,Ohara,Niobate,S-NBH52V,1.673,38.3,38,1.6678,1.673,1.6772,1.6854,1.6955,0.01759,0.005208,0.010128,0.296,0.5757,-0.0039,"Sellmeier, n=3",1.513368680E+00,2.123414780E-01,1.541491430E+00,9.870778270E-03,4.628436620E-02,1.269785100E+02,348,320,99.90%,99.80%,99.80%,99.80%,99.70%,99.50%,98.80%,97.40%,0.86%,Not Specified,Not Specified,Available,
47,Ohara,Titanate,S-TIM25,1.6727,32.1,31.8,1.6666,1.6727,1.6777,1.6876,1.7001,0.02095,0.006093,0.01255,0.2907,0.5988,0.0093,"Sellmeier, n=3",1.506592330E+00,2.047861350E-01,1.920366680E+00,1.095015620E-02,5.749802850E-02,1.781285350E+02,390,362,99.90%,99.60%,99.60%,99.50%,98.90%,98.10%,89.00%,60.00%,13.85%,Not Specified,Not Specified,Available,
191,Hoya,Titanate,E-FD5,1.6727,32.17,31.92,1.6666,1.6727,1.6776,1.6875,1.7,0.02091,0.00609,0.01247,0.2912,0.596365,0.0059,"Schott, n=2 m=4",2.713583900E+00,-1.14E-02,2.613370800E-02,1.757647900E-03,-1.33E-04,1.520335100E-05,386,360,99.70%,99.40%,99.50%,99.40%,98.80%,97.90%,92.20%,69.20%,10.53%,Not Specified,Not Specified,Not Specified,
550,Hikari,Titanate,J-SF5,1.6727,32.19,31.94,1.6666,1.6727,1.6776,1.6875,1.7,0.020901,0.006081,0.012484,0.2909,0.5973,0.0069,"Sellmeier, n=3",1.265493490E-01,9.151189600E+01,1.956160620E-02,5.848652830E-02,3.436309190E-01,7.879749550E-03,391,363,98.80%,99.00%,99.20%,99.00%,98.50%,97.50%,88.00%,60.00%,13.66%,Not Specified,Not Specified,Not Specified,
780,CDGM,Titanate,H-ZF2,1.6727,32.17,31.92,1.6666,1.6727,1.6776,1.6875,1.7,0.02091,0.006083,0.012509,0.2909,0.5982,0.0073,"Sellmeier, n=3",1.676433800E-01,6.051777110E-02,1.543350760E+00,1.185242730E-02,1.173131230E+00,1.136711000E+02,395,360,99.40%,99.30%,99.30%,99.30%,98.90%,98.30%,93.30%,72.30%,9.40%,Not Specified,Not Specified,Not Specified,
781,CDGM,Titanate,ZF2,1.6727,32.17,31.93,1.6666,1.6727,1.6777,1.6875,1.6999,0.020909,0.00609,0.01233,0.2914,0.5896,-0.0014,"Schott, n=2 m=4",2.708204410E+00,-7.94E-03,2.922247830E-02,8.849316150E-04,6.686205600E-07,5.659027660E-06,375,335,99.90%,99.90%,99.90%,99.70%,99.60%,99.40%,97.70%,95.80%,1.48%,Not Specified,Not Specified,Not Specified,
769,CDGM,Titanate,H-ZBaF5,1.671,47.29,46.99,1.6668,1.671,1.6744,1.681,1.689,0.01419,0.00424,0.00801,0.2987,0.5641,-0.001,"Schott, n=2 m=4",2.728215100E+00,-8.02E-03,2.327977780E-02,-3.67E-04,1.176762580E-04,-4.64E-06,375,340,99.10%,99.00%,98.90%,98.90%,98.50%,98.00%,95.30%,88.60%,3.63%,Not Specified,Not Specified,Not Specified,
304,Hoya,Silicate,MP-BACD12,1.5831,59.46,59.22,1.5801,1.5831,1.5855,1.5899,1.5953,0.0098,0.003,0.0053,0.3051,0.541837,-0.0008,"Schott, n=2 m=4",2.468781000E+00,-1.44E-01,1.793441520E-01,7.415291539E-02,-2.00E-02,4.525913939E-03,333,285,99.70%,99.90%,99.90%,99.90%,99.90%,99.80%,99.60%,98.80%,0.38%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
305,Hoya,Silicate,MC-BACD12,1.5831,59.46,59.22,1.5801,1.5831,1.5855,1.5899,1.5953,0.0098,0.003,0.0053,0.3051,0.541837,-0.0008,"Schott, n=2 m=4",2.468781000E+00,-1.44E-01,1.793441520E-01,7.415291539E-02,-2.00E-02,4.525913939E-03,329,287,99.30%,99.70%,99.70%,99.70%,99.70%,99.90%,99.90%,99.10%,0.28%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
515,Hikari,Silicate,J-BAF10,1.67,47.14,46.86,1.6658,1.67,1.6734,1.68,1.688,0.014213,0.004245,0.007996,0.2987,0.5626,-0.0027,"Sellmeier, n=3",1.121673090E-01,9.091037150E+01,1.258300250E-02,4.361182390E-02,3.528891090E-01,6.432902450E-03,367,339,98.90%,99.40%,99.50%,99.50%,99.40%,99.10%,96.90%,91.60%,2.74%,Not Specified,Not Specified,Not Specified,
274,Hoya,Silicate,BaF10,1.67,47.2,46.9,1.6658,1.67,1.6734,1.68,1.688,0.0142,0.00424,0.00801,0.2985,0.564085,0.0008,"Schott, n=2 m=4",2.732462100E+00,-1.25E-02,1.856233400E-02,9.999053600E-04,-6.84E-05,4.925793100E-06,,,,99.70%,99.70%,99.70%,99.00%,98.20%,95.10%,88.00%,4.32%,Not Specified,Not Specified,Not Specified,
776,CDGM,Silicate,H-ZBaF52,1.67,47.2,46.9,1.6658,1.67,1.6734,1.68,1.688,0.014197,0.00424,0.00799,0.2987,0.5628,-0.0025,"Schott, n=2 m=4",2.726248880E+00,-8.59E-03,2.225096060E-02,-2.89E-05,6.842392550E-05,-2.16E-06,380,340,99.10%,99.00%,98.90%,98.90%,98.50%,98.00%,95.30%,88.60%,3.63%,Not Specified,Not Specified,Not Specified,
